State,County,Longitude,Lat,HOUSEHOLDS WITH INTERNET ACCESS (2014-2018),HYPERTIONSION DIAGNOSIS IN ADULTS (2017),HEART DISEASE DIAGNOSIS IN ADULTS (2017),DIABETES DIAGNOSIS FOR ADULTS (2017),HIGH CHOLESTEROL DIAGNOSIS IN ADULTS (2017),"CANCER INCIDENCE PER 100,000 PEOPLE (2011-2015)",DEPRESSION DIAGNOSIS RATE (2017),HIV DIAGNOSIS RATE (2016),RELIGIOUS ADHERENCE RATE (2010),VOTING AGE POPULATION TURNOUT RATE IN 2016 GENERAL ELECTION,PERCENTAGE VOTE FOR A DEMOCRAT IN 2016 SENATE ELECTION ,PERCENTAGE VOTE FOR A REPUBLICAN IN 2016 SENATE ELECTION ,TOTAL POPULATION RATE (ACS 2014-2018),TOTAL POPULATION MALE (ACS 2014-2018),TOTAL POPULATION FEMALE (ACS 2014-2018),Under 5 Years - AGE RATE (ACS 2014-2018),5 to 9 Years - AGE RATE (ACS 2014-2018),10 to 14 Years - AGE RATE (ACS 2014-2018),15 to 17 Years- AGE RATE (ACS 2014-2018),18 to 24 Years - AGE RATE (ACS 2014-2018),25 to 34 Years- AGE RATE (ACS 2014-2018),35 to 44 Years - AGE RATE (ACS 2014-2018),45 to 54 Years- AGE RATE (ACS 2014-2018),55 to 64 Years - AGE RATE (ACS 2014-2018),65 to 74 Years - AGE RATE (ACS 2014-2018),75 to 84 Years- AGE RATE (ACS 2014-2018),85 Years and Over - AGE RATE (ACS 2014-2018),White Alone - RACE RATE (ACS 2014-2018),Black or African American Alone- RACE RATE (ACS 2014-2018),American Indian and Alaska Native Alone- RACE RATE (ACS 2014-2018),Asian Alone- RACE RATE (ACS 2014-2018),Native Hawaiian and Other Pacific Islander Alone- RACE RATE (ACS 2014-2018),Some Other Race Alone- RACE RATE (ACS 2014-2018),Two or More Races- RACE RATE (ACS 2014-2018),Population 16 Years and Over- EMPLOYMENT RATE (ACS 2014-2018),In Labor Force- EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- EMPLOYMENT RATE (ACS 2014-2018),Civilian:- EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- EMPLOYMENT RATE (ACS 2014-2018),Male Population 16 Years and Over- MALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- MALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- MALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- MALE EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- MALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- MALE EMPLOYMENT RATE (ACS 2014-2018),Female Population 16 Years and Over:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Employed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force 16 Years and Over: LABOR FORCE RATE (ACS 2014-2018),In Armed Forces: LABOR FORCE RATE (ACS 2014-2018),Civilian: LABOR FORCE RATE (ACS 2014-2018),Civilian Population in Labor Force 16 Years and Over:- LABOR FORCE RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Employed- EMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Unemployed- UNEMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Households:-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018),"Less than $10,000-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$10,000 to $14,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$15,000 to $19,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$20,000 to $24,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$25,000 to $29,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$30,000 to $34,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$35,000 to $39,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$40,000 to $44,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$45,000 to $49,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$50,000 to $59,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$60,000 to $74,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$75,000 to $99,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$100,000 to $124,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$125,000 to $149,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$150,000 to $199,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$200,000 or More-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)",Total: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),No Health Insurance Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),With Health Insurance Coverage:: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Public Health Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Private Health Insurance: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Current Smokers (Persons 18 Years and Over),Drinking Adults (Persons 18 Years and Over),Persons with Limited Access to Healthy Foods,Persons with Access to Exercise Opportunities,Obese Persons (20 Years and Over),Physically Inactive Persons (20 Years and Over),Children Eligible for Free Lunch (Persons < 18 Years),Teen Births (Females 15 to 19 Years),Premature Deaths (Less than 75 Years),"Rate of limited-service restaurants per 100,000 people in 2017."
Georgia,Lumpkin,-84.00425681,34.57286511,81.23,29.6,4.2,9.5,28.9,529.5,20.8,80.1,247.75,48.62,16.4,77.13,"31,951","15,551","16,400","1,369","1,803","1,519","1,076","6,141","3,430","3,275","3,658","4,343","3,391","1,434",512,"29,981",605,203,96,35,449,582,"26,842","16,475",78,"16,397","15,665",732,"10,367","13,003","8,670",78,"8,592","8,147",445,"4,333","13,839","7,805",0,"7,805","7,518",287,"6,034","16,475",78,"16,397","16,397","15,665",732,"11,649",818,974,502,809,566,734,636,471,631,774,"1,391","1,374",810,576,268,315,"31,656","3,697","27,959","8,530","23,028",17.3%,16.8%,0.6%,88.1%,30.1%,26.1%,48.5%,198,357,62.6
Georgia,Gordon,-84.87296253,34.50487351,76.17,30.6,4,9.7,30,474,20,117.2,587.59,44.66,16.07,79.34,"56,790","28,001","28,789","3,516","3,625","4,488","2,589","4,791","7,129","7,400","8,296","6,926","4,924","2,340",766,"50,658","2,255",468,637,14,"1,793",965,"44,541","26,911",13,"26,898","25,667","1,231","17,630","21,654","14,887",13,"14,874","14,235",639,"6,767","22,887","12,024",0,"12,024","11,432",592,"10,863","26,911",13,"26,898","26,898","25,667","1,231","20,294","1,406","1,296","1,352","1,205","1,454","1,326","1,143","1,118","1,229","1,687","1,541","2,361","1,436",707,594,439,"56,270","9,120","47,150","19,491","33,034",17.0%,15.5%,5.7%,43.4%,29.3%,24.0%,57.1%,779,775,70.43
Georgia,Fannin,-84.316964,34.86430205,82.74,37.8,6.2,12.8,36.1,481.2,20.2,167.9,630.69,57.69,16.04,79.76,"24,925","12,086","12,839",993,"1,009","1,480",769,"1,585","2,143","2,480","3,185","4,324","4,277","2,044",636,"24,160",79,88,165,28,78,327,"21,172","10,221",0,"10,221","9,586",635,"10,951","10,070","5,231",0,"5,231","4,801",430,"4,839","11,102","4,990",0,"4,990","4,785",205,"6,112","10,221",0,"10,221","10,221","9,586",635,"10,461",795,781,537,688,566,718,491,618,351,784,"1,135","1,382",616,450,314,235,"24,775","3,326","21,449","11,138","15,210",16.7%,13.6%,0.0%,89.4%,26.1%,25.7%,53.5%,197,415,80.24
Georgia,Union,-83.98967069,34.82995757,77.89,39.6,6.7,13.4,37.4,535.3,19.7,133.8,664.68,62.68,15.92,80.3,"22,775","11,048","11,727",936,"1,085","1,000",737,"1,314","2,025","1,915","2,712","3,750","4,329","2,281",691,"22,076",148,151,173,0,25,202,"19,369","8,438",6,"8,432","8,119",313,"10,931","9,283","4,277",6,"4,271","4,196",75,"5,006","10,086","4,161",0,"4,161","3,923",238,"5,925","8,438",6,"8,432","8,432","8,119",313,"9,070",892,472,558,380,688,572,468,507,259,836,899,"1,340",535,174,204,286,"22,252","2,790","19,462","10,628","13,765",14.1%,13.6%,0.0%,100.0%,27.0%,26.5%,49.8%,153,357,74.64
Georgia,Murray,-84.74993177,34.78897608,77.62,29.6,3.9,9.6,30.1,409.2,19.6,104.8,344.1,42.22,15.66,80.26,"39,557","19,522","20,035","2,462","3,008","2,693","1,764","3,367","4,990","5,107","5,711","4,880","3,597","1,634",344,"38,261",424,46,152,0,340,334,"30,742","18,374",2,"18,372","16,935","1,437","12,368","15,060","10,279",2,"10,277","9,604",673,"4,781","15,682","8,095",0,"8,095","7,331",764,"7,587","18,374",2,"18,372","18,372","16,935","1,437","14,081",781,746,965,897,"1,202",947,713,764,573,"1,465","1,551","1,815",845,412,196,209,"39,341","6,658","32,683","14,553","21,678",18.7%,15.8%,6.1%,75.3%,28.9%,31.6%,65.0%,632,672,68.26
Georgia,Dade,-85.50490424,34.8549167,77.4,31.1,4.4,9.9,31.1,406.8,19.7,121.2,366.26,47.62,15.51,78.38,"16,227","7,932","8,295",767,720,"1,044",536,"2,067","1,717","2,007","2,119","2,311","1,777",832,330,"15,407",103,0,268,24,37,388,"13,540","7,739",95,"7,644","7,331",313,"5,801","6,565","3,916",95,"3,821","3,693",128,"2,649","6,975","3,823",0,"3,823","3,638",185,"3,152","7,739",95,"7,644","7,644","7,331",313,"6,070",429,430,373,326,437,485,294,290,238,450,552,778,307,324,209,148,"16,002","1,982","14,020","5,735","10,442",15.5%,16.9%,1.4%,67.7%,32.2%,26.9%,45.8%,156,278,80.11
Georgia,Gilmer,-84.45802506,34.69316688,77.11,35.2,5.5,11.9,34,440.8,20.1,151.1,448.75,53.71,15.06,79.76,"29,922","15,079","14,843","1,570","1,289","1,860","1,185","2,161","2,791","3,272","4,043","4,762","4,436","2,050",503,"27,122",135,523,142,3,"1,403",594,"24,832","13,558",28,"13,530","12,787",743,"11,274","12,517","7,350",28,"7,322","6,954",368,"5,167","12,315","6,208",0,"6,208","5,833",375,"6,107","13,558",28,"13,530","13,530","12,787",743,"11,645",770,639,631,847,657,822,633,461,405,"1,190","1,290","1,365",765,360,425,385,"29,733","6,375","23,358","12,053","16,083",16.1%,14.2%,2.2%,64.0%,26.5%,28.4%,61.4%,321,339,76.87
Georgia,Jackson,-83.56814788,34.13794553,80.79,32,4.4,10.6,30.4,527.7,20.3,95.9,351.58,57.03,14.97,80.34,"65,755","32,445","33,310","4,262","4,903","4,782","2,826","4,749","8,314","9,348","9,332","7,764","5,832","2,951",692,"57,489","4,393",81,"1,049",8,"1,003","1,732","50,575","31,184",128,"31,056","29,560","1,496","19,391","24,641","16,874",112,"16,762","15,942",820,"7,767","25,934","14,310",16,"14,294","13,618",676,"11,624","31,184",128,"31,056","31,056","29,560","1,496","22,034","1,156",862,921,"1,118",799,908,758,942,846,"2,229","2,815","3,045","2,041","1,410","1,333",851,"65,104","7,807","57,297","20,445","43,815",16.3%,16.4%,0.5%,73.2%,28.6%,27.5%,41.0%,538,838,62.35
Georgia,Berrien,-83.2252992,31.27590016,65.28,33.3,4.7,11,31.1,422.2,20.1,311.5,365.6,45.96,14.48,81.87,"19,025","9,299","9,726","1,136","1,300","1,338",827,"1,374","2,359","2,340","2,626","2,456","2,024",830,415,"16,067","2,273",91,34,0,233,327,"14,957","7,841",93,"7,748","7,085",663,"7,116","7,294","4,296",84,"4,212","3,838",374,"2,998","7,663","3,545",9,"3,536","3,247",289,"4,118","7,841",93,"7,748","7,748","7,085",663,"7,322","1,033",559,376,514,528,478,317,521,255,556,778,702,290,268,111,36,"18,750","4,063","14,687","8,007","9,198",19.7%,14.2%,6.2%,40.3%,34.0%,34.5%,60.2%,303,324,47.31
Georgia,Habersham,-83.53094677,34.63331566,71.62,32.2,4.5,10.2,31.4,494.1,19.8,110.7,627.94,47.71,14.1,81.09,"44,289","20,962","23,327","2,654","2,615","3,009","1,765","4,620","4,830","5,566","5,755","5,408","4,769","2,612",686,"38,359","1,358",45,907,248,"2,414",958,"35,482","18,855",24,"18,831","18,083",748,"16,627","16,417","10,343",24,"10,319","9,806",513,"6,074","19,065","8,512",0,"8,512","8,277",235,"10,553","18,855",24,"18,831","18,831","18,083",748,"15,195","1,056","1,099",908,853,773,753,709,794,776,"1,575","1,410","2,011","1,054",649,410,365,"42,331","7,336","34,995","14,132","26,940",16.5%,15.3%,10.9%,87.7%,31.5%,29.4%,52.7%,482,524,69.99
Georgia,Franklin,-83.23159927,34.37525597,70.73,34.4,5.1,11.4,32.2,490,19.8,111.4,700.42,48.99,14.04,81.84,"22,514","10,853","11,661","1,367","1,259","1,394",938,"2,191","2,593","2,484","3,023","2,900","2,608","1,332",425,"19,338","2,150",16,198,0,505,307,"18,307","9,119",2,"9,117","8,644",473,"9,188","8,751","4,946",2,"4,944","4,761",183,"3,805","9,556","4,173",0,"4,173","3,883",290,"5,383","9,119",2,"9,117","9,117","8,644",473,"8,305",747,853,817,470,510,391,347,423,249,680,922,862,476,183,164,211,"22,307","3,668","18,639","9,703","12,052",17.3%,14.9%,1.4%,28.9%,26.6%,35.0%,52.2%,326,409,88.83
Georgia,Echols,-82.89687287,30.71101099,47.79,28.5,3.6,9.5,28.1,419.7,18.5,N/A,192.36,40.84,13.71,82.07,"3,994","1,973","2,021",186,279,216,180,301,453,672,622,439,358,189,99,"2,946",143,82,0,0,662,161,"3,251","1,765",0,"1,765","1,675",90,"1,486","1,697","1,105",0,"1,105","1,057",48,592,"1,554",660,0,660,618,42,894,"1,765",0,"1,765","1,765","1,675",90,"1,559",206,163,122,157,47,98,73,108,25,103,157,82,132,65,8,13,"3,994","1,023","2,971","1,197","2,263",18.9%,15.4%,2.7%,18.3%,29.2%,28.4%,66.1%,40,46,N/A
Georgia,White,-83.74905525,34.64624278,75.09,34.6,5.3,11.4,33.3,467.2,20.3,92.9,385.94,51.9,13.59,81.24,"28,928","14,128","14,800","1,257","1,764","1,577","1,243","2,573","2,912","3,023","4,186","4,178","3,749","1,845",621,"27,274",417,162,169,1,366,539,"23,985","12,875",42,"12,833","12,294",539,"11,110","11,652","7,041",42,"6,999","6,751",248,"4,611","12,333","5,834",0,"5,834","5,543",291,"6,499","12,875",42,"12,833","12,833","12,294",539,"11,588",757,603,549,450,759,920,592,963,524,702,"1,150","1,756",808,436,358,261,"28,749","3,604","25,145","10,597","19,288",15.8%,15.2%,0.0%,95.0%,28.1%,26.2%,48.0%,201,343,72.59
Georgia,Haralson,-85.21005667,33.79602175,75.97,32.2,4.5,10.4,31.6,483.3,19.6,112.7,488.43,51.4,13.42,82.11,"28,956","14,041","14,915","1,744","1,716","2,337","1,229","2,227","3,553","3,524","4,405","3,699","2,727","1,294",501,"26,752","1,347",91,219,0,56,491,"22,798","12,930",19,"12,911","12,285",626,"9,868","10,902","7,076",19,"7,057","6,763",294,"3,826","11,896","5,854",0,"5,854","5,522",332,"6,042","12,930",19,"12,911","12,911","12,285",626,"11,128",944,739,782,708,504,594,485,630,600,623,"1,133","1,232",749,555,660,190,"28,609","3,526","25,083","10,545","18,013",17.1%,15.8%,1.8%,66.5%,28.6%,28.0%,45.0%,367,550,65.62
Georgia,Pike,-84.38790389,33.09310242,78.04,32.9,4.3,10.8,31.6,453.7,19.4,46.1,396.72,63.7,13.22,83.02,"18,082","8,876","9,206",877,"1,001","1,502",940,"1,486","2,138","2,366","2,680","2,333","1,589",855,315,"15,903","1,811",0,69,0,74,225,"14,417","8,303",0,"8,303","7,774",529,"6,114","7,042","4,511",0,"4,511","4,231",280,"2,531","7,375","3,792",0,"3,792","3,543",249,"3,583","8,303",0,"8,303","8,303","7,774",529,"6,106",525,296,224,216,219,213,296,374,340,432,626,819,560,418,330,218,"17,832","2,333","15,499","5,175","12,105",15.7%,16.5%,0.0%,46.7%,28.4%,29.2%,35.6%,155,255,33.18
Georgia,Bacon,-82.45936528,31.55456473,67.65,33.4,4.5,11,30.6,446.2,19.5,487,578.95,47.62,13.11,84.26,"11,228","5,564","5,664",809,926,714,420,930,"1,503","1,529","1,314","1,383","1,032",548,120,"9,073","1,714",0,30,25,88,298,"8,628","4,376",0,"4,376","4,146",230,"4,252","4,165","2,301",0,"2,301","2,216",85,"1,864","4,463","2,075",0,"2,075","1,930",145,"2,388","4,376",0,"4,376","4,376","4,146",230,"3,966",410,356,338,251,330,232,208,132,158,215,394,522,231,122,25,42,"10,522","2,002","8,520","4,187","5,531",18.2%,15.1%,2.7%,60.3%,31.4%,28.0%,59.4%,196,215,89.06
Georgia,Pickens,-84.46406611,34.46589159,86.23,33.8,4.9,11.1,33.7,549.7,19.6,136.7,249.06,57.31,12.96,81.98,"30,832","15,233","15,599","1,452","1,758","2,030","1,122","2,144","3,333","3,533","4,310","4,733","4,127","1,845",445,"27,688",409,225,136,13,107,"2,254","25,169","14,607",102,"14,505","13,613",892,"10,562","12,224","7,997",102,"7,895","7,346",549,"4,227","12,945","6,610",0,"6,610","6,267",343,"6,335","14,607",102,"14,505","14,505","13,613",892,"11,841",637,593,495,462,449,454,636,527,422,948,"1,162","1,977","1,127",785,634,533,"30,517","3,419","27,098","11,139","20,848",15.1%,16.1%,2.4%,56.8%,25.0%,22.9%,46.1%,276,446,64.87
Georgia,Pierce,-82.21598442,31.35928155,69.71,33,4.5,10.8,32,444.6,19.1,126.1,575.41,50.92,11.12,86.17,"19,164","9,639","9,525","1,207","1,426","1,400",783,"1,361","2,186","2,518","2,763","2,346","1,912","1,067",195,"16,402","1,832",59,0,0,617,254,"14,918","8,187",26,"8,161","7,687",474,"6,731","7,322","4,558",26,"4,532","4,343",189,"2,764","7,596","3,629",0,"3,629","3,344",285,"3,967","8,187",26,"8,161","8,161","7,687",474,"7,072",611,411,717,279,494,377,378,323,327,584,811,795,433,230,235,67,"18,991","3,132","15,859","7,635","10,247",17.5%,15.3%,4.0%,62.3%,29.6%,33.4%,51.2%,273,325,73.05
Georgia,Glascock,-82.61297636,33.22879932,65.97,34.3,5,11.3,32,409.8,20.1,197.2,474.04,60.1,11.09,86.02,"3,009","1,438","1,571",134,208,195,167,243,264,376,486,423,296,162,55,"2,661",275,15,0,2,0,56,"2,407","1,411",0,"1,411","1,364",47,996,"1,101",720,0,720,693,27,381,"1,306",691,0,691,671,20,615,"1,411",0,"1,411","1,411","1,364",47,"1,105",91,87,85,68,52,55,70,89,56,92,125,120,72,18,8,17,"2,926",243,"2,683","1,118","1,919",16.3%,15.6%,29.2%,N/A,30.5%,26.7%,46.6%,33,68,N/A
Georgia,Dawson,-84.16964071,34.44244079,87.51,32.1,4.5,10.3,32.4,432,19.7,118.9,469.19,63.11,11,83.1,"23,861","11,774","12,087","1,356","1,237","1,484",929,"1,868","2,715","2,896","3,395","3,322","3,096","1,255",308,"22,979",230,12,148,0,105,387,"19,482","11,791",93,"11,698","11,230",468,"7,691","9,568","6,418",16,"6,402","6,079",323,"3,150","9,914","5,373",77,"5,296","5,151",145,"4,541","11,791",93,"11,698","11,698","11,230",468,"8,711",464,223,384,231,286,334,441,297,434,638,"1,175","1,073",952,564,580,635,"23,602","2,639","20,963","7,842","16,861",15.3%,16.7%,0.0%,84.7%,28.8%,23.1%,41.6%,183,306,104.77
Georgia,Brantley,-81.97743999,31.19576557,73.31,31.3,4.3,9.9,31.3,429.1,19.7,157.2,346.64,45.17,10.71,84.94,"18,561","9,103","9,458","1,106","1,448","1,098",830,"1,547","2,122","2,251","2,632","2,674","1,809",854,190,"17,399",655,35,183,3,14,272,"14,554","7,177",34,"7,143","6,729",414,"7,377","7,033","3,572",34,"3,538","3,347",191,"3,461","7,521","3,605",0,"3,605","3,382",223,"3,916","7,177",34,"7,143","7,143","6,729",414,"6,564",621,613,753,359,315,413,390,419,349,345,527,693,369,241,118,39,"18,470","3,531","14,939","8,657","8,541",18.6%,15.4%,5.5%,33.9%,34.6%,27.0%,57.2%,272,323,32.33
Georgia,Banks,-83.49644388,34.35607081,68.57,31.6,4.5,10.3,30.9,441.1,20.4,122.8,576.95,49.16,10.07,85.37,"18,510","9,281","9,229",970,"1,234","1,204",849,"1,432","2,115","2,411","2,705","2,504","2,009",862,215,"17,211",502,67,230,0,260,240,"14,796","8,235",4,"8,231","7,795",436,"6,561","7,276","4,560",4,"4,556","4,272",284,"2,716","7,520","3,675",0,"3,675","3,523",152,"3,845","8,235",4,"8,231","8,231","7,795",436,"6,603",548,382,459,351,344,311,474,411,276,719,761,771,365,221,145,65,"18,506","2,917","15,589","6,597","11,063",16.5%,16.2%,3.6%,34.1%,26.8%,28.3%,56.5%,189,218,75.63
